"","Year","Stratum","Route"
"2142",2012,"CA-QC-14","76-124"
"2143",2002,"CA-QC-12","76-125"
"2144",2003,"CA-QC-12","76-125"
"2145",2004,"CA-QC-12","76-125"
"2146",2005,"CA-QC-12","76-125"
"2147",2006,"CA-QC-12","76-125"
"2148",2007,"CA-QC-12","76-125"
"2149",2008,"CA-QC-12","76-125"
"2150",2009,"CA-QC-12","76-125"
"2151",2010,"CA-QC-12","76-125"
"2152",2011,"CA-QC-12","76-125"
"2153",2012,"CA-QC-12","76-125"
"2154",2002,"CA-QC-12","76-127"
"2155",2003,"CA-QC-12","76-127"
"2156",2004,"CA-QC-12","76-127"
"2157",2005,"CA-QC-12","76-127"
"2158",2006,"CA-QC-12","76-127"
"2159",2007,"CA-QC-12","76-127"
"2160",2009,"CA-QC-12","76-127"
"2161",2010,"CA-QC-12","76-127"
"2162",2002,"CA-QC-12","76-13"
"2163",2011,"CA-QC-12","76-132"
"2164",2012,"CA-QC-12","76-132"
"2165",2006,"CA-QC-12","76-136"
"2166",2007,"CA-QC-12","76-136"
"2167",2008,"CA-QC-12","76-136"
"2168",2009,"CA-QC-12","76-136"
"2169",2010,"CA-QC-12","76-136"
"2170",2011,"CA-QC-12","76-136"
"2171",2012,"CA-QC-12","76-136"
"2172",2003,"CA-QC-12","76-140"
"2173",2004,"CA-QC-12","76-140"
"2174",2005,"CA-QC-12","76-140"
"2175",2006,"CA-QC-12","76-140"
"2176",2007,"CA-QC-12","76-140"
"2177",2008,"CA-QC-12","76-140"
"2178",2010,"CA-QC-12","76-140"
"2179",2011,"CA-QC-12","76-140"
"2180",2012,"CA-QC-12","76-140"
"2181",2011,"CA-QC-12","76-156"
"2182",2012,"CA-QC-12","76-156"
"2183",2011,"CA-QC-8","76-157"
"2184",2002,"CA-QC-14","76-159"
"2185",2003,"CA-QC-14","76-159"
"2186",2004,"CA-QC-14","76-159"
"2187",2006,"CA-QC-14","76-159"
"2188",2008,"CA-QC-14","76-159"
"2189",2009,"CA-QC-14","76-159"
"2190",2002,"CA-QC-12","76-16"
"2191",2003,"CA-QC-12","76-16"
"2192",2004,"CA-QC-12","76-16"
"2193",2005,"CA-QC-12","76-16"
"2194",2006,"CA-QC-12","76-16"
"2195",2007,"CA-QC-12","76-16"
"2196",2008,"CA-QC-12","76-16"
"2197",2010,"CA-QC-12","76-16"
"2198",2011,"CA-QC-12","76-16"
"2199",2012,"CA-QC-12","76-16"
"2200",2003,"CA-QC-12","76-18"
"2201",2004,"CA-QC-12","76-18"
"2202",2006,"CA-QC-12","76-18"
"2203",2007,"CA-QC-12","76-18"
"2204",2008,"CA-QC-12","76-18"
"2205",2009,"CA-QC-12","76-18"
"2206",2010,"CA-QC-12","76-18"
"2207",2011,"CA-QC-12","76-18"
"2208",2012,"CA-QC-12","76-18"
"2209",2002,"CA-QC-14","76-190"
"2210",2003,"CA-QC-14","76-190"
"2211",2004,"CA-QC-14","76-190"
"2212",2005,"CA-QC-14","76-190"
"2213",2006,"CA-QC-14","76-190"
"2214",2007,"CA-QC-14","76-190"
"2215",2008,"CA-QC-14","76-190"
"2216",2009,"CA-QC-14","76-190"
"2217",2010,"CA-QC-14","76-190"
"2218",2012,"CA-QC-14","76-190"
"2219",2003,"CA-QC-12","76-201"
"2220",2004,"CA-QC-12","76-201"
"2221",2005,"CA-QC-12","76-201"
"2222",2006,"CA-QC-12","76-201"
"2223",2007,"CA-QC-12","76-201"
"2224",2009,"CA-QC-12","76-201"
"2225",2010,"CA-QC-12","76-201"
"2226",2011,"CA-QC-12","76-201"
"2227",2012,"CA-QC-12","76-201"
"2228",2006,"CA-QC-12","76-213"
"2229",2007,"CA-QC-12","76-213"
"2230",2008,"CA-QC-12","76-213"
"2231",2009,"CA-QC-12","76-213"
"2232",2010,"CA-QC-12","76-213"
"2233",2012,"CA-QC-12","76-213"
"2234",2002,"CA-QC-12","76-216"
"2235",2003,"CA-QC-12","76-216"
"2236",2004,"CA-QC-12","76-216"
"2237",2005,"CA-QC-12","76-216"
"2238",2006,"CA-QC-12","76-216"
"2239",2007,"CA-QC-12","76-216"
"2240",2008,"CA-QC-12","76-216"
"2241",2010,"CA-QC-12","76-216"
"2242",2011,"CA-QC-12","76-216"
"2243",2012,"CA-QC-12","76-216"
"2244",2002,"CA-QC-13","76-221"
"2245",2003,"CA-QC-13","76-221"
"2246",2004,"CA-QC-13","76-221"
"2247",2005,"CA-QC-13","76-221"
"2248",2006,"CA-QC-13","76-221"
"2249",2007,"CA-QC-13","76-221"
"2250",2008,"CA-QC-13","76-221"
"2251",2010,"CA-QC-13","76-221"
"2252",2011,"CA-QC-13","76-221"
"2253",2012,"CA-QC-13","76-221"
"2254",2011,"CA-QC-12","76-226"
"2255",2012,"CA-QC-12","76-226"
"2256",2003,"CA-QC-12","76-238"
"2257",2004,"CA-QC-12","76-238"
"2258",2009,"CA-QC-12","76-238"
"2259",2010,"CA-QC-12","76-238"
"2260",2011,"CA-QC-12","76-238"
"2261",2012,"CA-QC-12","76-238"
"2262",2005,"CA-QC-14","76-24"
"2263",2006,"CA-QC-14","76-24"
"2264",2002,"CA-QC-14","76-24"
"2265",2003,"CA-QC-14","76-24"
"2266",2004,"CA-QC-14","76-24"
"2267",2008,"CA-QC-8","76-243"
"2268",2010,"CA-QC-8","76-243"
"2269",2011,"CA-QC-8","76-243"
"2270",2007,"CA-QC-14","76-262"
"2271",2008,"CA-QC-14","76-262"
"2272",2009,"CA-QC-14","76-262"
"2273",2010,"CA-QC-14","76-262"
"2274",2011,"CA-QC-8","76-281"
"2275",2012,"CA-QC-8","76-281"
"2276",2003,"CA-QC-12","76-3"
"2277",2004,"CA-QC-12","76-3"
"2278",2005,"CA-QC-12","76-3"
"2279",2006,"CA-QC-12","76-3"
"2280",2007,"CA-QC-12","76-3"
"2281",2008,"CA-QC-12","76-3"
"2282",2009,"CA-QC-12","76-3"
"2283",2010,"CA-QC-12","76-3"
"2284",2011,"CA-QC-12","76-3"
"2285",2012,"CA-QC-12","76-3"
"2286",2002,"CA-QC-12","76-306"
"2287",2003,"CA-QC-12","76-306"
"2288",2004,"CA-QC-12","76-306"
"2289",2005,"CA-QC-12","76-306"
"2290",2006,"CA-QC-12","76-306"
"2291",2007,"CA-QC-12","76-306"
"2292",2008,"CA-QC-12","76-306"
"2293",2009,"CA-QC-12","76-306"
"2294",2010,"CA-QC-12","76-306"
"2295",2011,"CA-QC-12","76-306"
"2296",2012,"CA-QC-12","76-306"
"2297",2002,"CA-QC-14","76-309"
"2298",2003,"CA-QC-14","76-309"
"2299",2004,"CA-QC-14","76-309"
"2300",2005,"CA-QC-14","76-309"
"2301",2006,"CA-QC-14","76-309"
"2302",2007,"CA-QC-14","76-309"
"2303",2008,"CA-QC-14","76-309"
"2304",2009,"CA-QC-14","76-309"
"2305",2010,"CA-QC-14","76-309"
"2306",2011,"CA-QC-14","76-309"
"2307",2012,"CA-QC-14","76-309"
"2308",2006,"CA-QC-14","76-310"
"2309",2007,"CA-QC-14","76-310"
"2310",2008,"CA-QC-14","76-310"
"2311",2009,"CA-QC-14","76-310"
"2312",2010,"CA-QC-14","76-310"
"2313",2011,"CA-QC-14","76-310"
"2314",2012,"CA-QC-14","76-310"
"2315",2003,"CA-QC-14","76-310"
"2316",2004,"CA-QC-14","76-310"
"2317",2002,"CA-QC-12","76-314"
"2318",2003,"CA-QC-12","76-314"
"2319",2004,"CA-QC-12","76-314"
"2320",2005,"CA-QC-12","76-314"
"2321",2006,"CA-QC-12","76-314"
"2322",2007,"CA-QC-12","76-314"
"2323",2008,"CA-QC-12","76-314"
"2324",2009,"CA-QC-12","76-314"
"2325",2010,"CA-QC-12","76-314"
"2326",2011,"CA-QC-12","76-314"
"2327",2012,"CA-QC-12","76-314"
"2328",2006,"CA-QC-12","76-317"
"2329",2007,"CA-QC-12","76-317"
"2330",2008,"CA-QC-12","76-317"
"2331",2011,"CA-QC-12","76-318"
"2332",2012,"CA-QC-12","76-318"
"2333",2002,"CA-QC-12","76-318"
"2334",2003,"CA-QC-12","76-318"
"2335",2005,"CA-QC-12","76-318"
"2336",2006,"CA-QC-12","76-318"
"2337",2005,"CA-QC-12","76-320"
"2338",2006,"CA-QC-12","76-320"
"2339",2007,"CA-QC-12","76-320"
"2340",2008,"CA-QC-12","76-320"
"2341",2010,"CA-QC-12","76-320"
"2342",2011,"CA-QC-12","76-320"
"2343",2012,"CA-QC-12","76-320"
"2344",2006,"CA-QC-14","76-324"
"2345",2007,"CA-QC-14","76-324"
"2346",2008,"CA-QC-14","76-324"
"2347",2009,"CA-QC-14","76-324"
"2348",2010,"CA-QC-14","76-324"
"2349",2011,"CA-QC-14","76-324"
"2350",2012,"CA-QC-14","76-324"
"2351",2009,"CA-QC-12","76-33"
"2352",2002,"CA-QC-12","76-33"
"2353",2006,"CA-QC-12","76-33"
"2354",2007,"CA-QC-12","76-33"
"2355",2008,"CA-QC-12","76-33"
"2356",2010,"CA-QC-14","76-341"
"2357",2011,"CA-QC-14","76-341"
"2358",2012,"CA-QC-14","76-341"
"2359",2008,"CA-QC-8","76-345"
"2360",2009,"CA-QC-8","76-345"
"2361",2012,"CA-QC-8","76-345"
"2362",2002,"CA-QC-8","76-345"
"2363",2012,"CA-QC-8","76-357"
"2364",2002,"CA-QC-12","76-39"
"2365",2003,"CA-QC-12","76-39"
"2366",2004,"CA-QC-12","76-39"
"2367",2005,"CA-QC-12","76-39"
"2368",2006,"CA-QC-12","76-39"
"2369",2007,"CA-QC-12","76-39"
"2370",2008,"CA-QC-12","76-39"
